kod_2006;namn_2006;kod_2022;namn_2022;overlapp_m2;andel_av_2006;andel_av_2022
14800401;Brämaregården 1;14800917;Centrala Hisingen, Lundbyvassen;353239.9;0.6752;0.1078
14800401;Brämaregården 1;14800919;Centrala Hisingen, Brämaregården S;75581.2;0.1445;1.0000
14800401;Brämaregården 1;14800918;Centrala Hisingen, Porslinsfabriken;61019.9;0.1166;0.5657
14800401;Brämaregården 1;14800920;Centrala Hisingen, Kvillestaden;33270.0;0.0636;0.4615
14800401;Brämaregården 1;14800921;Centrala Hisingen, Brämaregården N;22.9;0.0000;0.0001
14800401;Brämaregården 1;14800925;Centrala Hisingen, Rambergsstaden S;21.1;0.0000;0.0000
14800402;Brämaregården 2;14800917;Centrala Hisingen, Lundbyvassen;1130856.8;0.6131;0.3451
14800402;Brämaregården 2;14800940;Centrala Hisingen, Lindholmen Södra;300076.0;0.1627;0.9999
14800402;Brämaregården 2;14800941;Centrala Hisingen, Lindholmen Norra;278954.7;0.1512;0.9988
14800402;Brämaregården 2;14800939;Centrala Hisingen, Sannegården Ö;130784.2;0.0709;0.9990
14800402;Brämaregården 2;14800938;Centrala Hisingen, Sannegården V;3827.9;0.0021;0.0471
14800402;Brämaregården 2;14800925;Centrala Hisingen, Rambergsstaden S;78.7;0.0000;0.0001
14800402;Brämaregården 2;14800936;Centrala Hisingen, Sörhallsberget S;14.7;0.0000;0.0001
14800402;Brämaregården 2;14800937;Centrala Hisingen, Sörhallsberget N;0.8;0.0000;0.0000
14800403;Brämaregården 3;14800925;Centrala Hisingen, Rambergsstaden S;934969.7;0.8320;0.9567
14800403;Brämaregården 3;14800924;Centrala Hisingen, Rambergsvallen;137428.5;0.1223;0.9996
14800403;Brämaregården 3;14800923;Centrala Hisingen, Rambergsstaden N;43223.3;0.0385;0.4335
14800403;Brämaregården 3;14800917;Centrala Hisingen, Lundbyvassen;3830.6;0.0034;0.0012
14800403;Brämaregården 3;14800909;Centrala Hisingen, Wieselgrenspl.;2858.5;0.0025;0.0236
14800403;Brämaregården 3;14800906;Centrala Hisingen, Tolered Södra;473.7;0.0004;0.0007
14800403;Brämaregården 3;14800941;Centrala Hisingen, Lindholmen Norra;321.5;0.0003;0.0012
14800403;Brämaregården 3;14800927;Centrala Hisingen, Lundby Norra;261.6;0.0002;0.0010
14800403;Brämaregården 3;14800926;Centrala Hisingen, Kyrkbyn Norra;251.7;0.0002;0.0007
14800403;Brämaregården 3;14800908;Centrala Hisingen, Flunsås;120.6;0.0001;0.0005
14800403;Brämaregården 3;14800922;Centrala Hisingen, Rambergsstaden Ö;31.3;0.0000;0.0002
14800403;Brämaregården 3;14800937;Centrala Hisingen, Sörhallsberget N;15.4;0.0000;0.0001
14800403;Brämaregården 3;14800806;Västra Hisingen, Kärrmossen;0.0;0.0000;0.0000
14800404;Brämaregården 4;14800922;Centrala Hisingen, Rambergsstaden Ö;60620.7;0.5651;0.4650
14800404;Brämaregården 4;14800923;Centrala Hisingen, Rambergsstaden N;46648.0;0.4349;0.4679
14800405;Brämaregården 5;14800921;Centrala Hisingen, Brämaregården N;131842.7;0.4699;0.7896
14800405;Brämaregården 5;14800922;Centrala Hisingen, Rambergsstaden Ö;64405.1;0.2295;0.4940
14800405;Brämaregården 5;14800925;Centrala Hisingen, Rambergsstaden S;41299.1;0.1472;0.0423
14800405;Brämaregården 5;14800920;Centrala Hisingen, Kvillestaden;38596.3;0.1376;0.5354
14800405;Brämaregården 5;14800917;Centrala Hisingen, Lundbyvassen;4428.2;0.0158;0.0014
14800405;Brämaregården 5;14800919;Centrala Hisingen, Brämaregården S;1.7;0.0000;0.0000
14800405;Brämaregården 5;14800918;Centrala Hisingen, Porslinsfabriken;0.0;0.0000;0.0000
14800501;Hjuvik 1;14800821;Västra Hisingen, Andalen;16149943.9;0.9228;1.0000
14800501;Hjuvik 1;14800827;Västra Hisingen, Gossbydal;1326425.3;0.0758;0.9431
14800501;Hjuvik 1;14800826;Västra Hisingen, Torslanda Röd;21380.2;0.0012;0.0116
14800501;Hjuvik 1;14800824;Västra Hisingen, Trånget;2526.5;0.0001;0.0007
14800501;Hjuvik 1;14800822;Västra Hisingen, Hjuvik;343.2;0.0000;0.0001
14800501;Hjuvik 1;14800828;Västra Hisingen, Nolered;279.2;0.0000;0.0002
14800501;Hjuvik 1;14800823;Västra Hisingen, Hällsvik;112.2;0.0000;0.0001
14800501;Hjuvik 1;14800820;Västra Hisingen, Amhult-Arendal;75.6;0.0000;0.0000
14800502;Hjuvik 2;14800822;Västra Hisingen, Hjuvik;6066039.7;0.6535;0.9999
14800502;Hjuvik 2;14800824;Västra Hisingen, Trånget;3185350.6;0.3432;0.8331
14800502;Hjuvik 2;14800825;Västra Hisingen, Tumlehed;24799.3;0.0027;0.0042
14800502;Hjuvik 2;14800823;Västra Hisingen, Hällsvik;3958.3;0.0004;0.0029
14800503;Hjuvik 3;14800823;Västra Hisingen, Hällsvik;1375371.6;0.6908;0.9970
14800503;Hjuvik 3;14800824;Västra Hisingen, Trånget;590446.2;0.2966;0.1544
14800503;Hjuvik 3;14800827;Västra Hisingen, Gossbydal;25072.4;0.0126;0.0178
14800503;Hjuvik 3;14800822;Västra Hisingen, Hjuvik;132.7;0.0001;0.0000
14800503;Hjuvik 3;14800826;Västra Hisingen, Torslanda Röd;9.0;0.0000;0.0000
14800503;Hjuvik 3;14800821;Västra Hisingen, Andalen;0.3;0.0000;0.0000
14800601;Jättesten-Svartedalen 1;14800806;Västra Hisingen, Kärrmossen;515066.5;0.6896;0.9994
14800601;Jättesten-Svartedalen 1;14800802;Västra Hisingen, Svartedalen Norra;89048.7;0.1192;0.1579
14800601;Jättesten-Svartedalen 1;14800805;Västra Hisingen, Svartedalen Södra;85679.8;0.1147;0.3429
14800601;Jättesten-Svartedalen 1;14800906;Centrala Hisingen, Tolered Södra;57108.8;0.0765;0.0816
14800601;Jättesten-Svartedalen 1;14800807;Västra Hisingen, Jättesten;9.2;0.0000;0.0000
14800602;Jättesten-Svartedalen 2;14800807;Västra Hisingen, Jättesten;178843.3;0.4234;0.3615
14800602;Jättesten-Svartedalen 2;14800805;Västra Hisingen, Svartedalen Södra;164205.0;0.3887;0.6571
14800602;Jättesten-Svartedalen 2;14800802;Västra Hisingen, Svartedalen Norra;65220.3;0.1544;0.1157
14800602;Jättesten-Svartedalen 2;14800803;Västra Hisingen, Väderbodarna m fl;13921.9;0.0330;0.1322
14800602;Jättesten-Svartedalen 2;14800806;Västra Hisingen, Kärrmossen;187.1;0.0004;0.0004
14800602;Jättesten-Svartedalen 2;14800804;Västra Hisingen, Önskevädersg. m fl;62.5;0.0001;0.0006
14800603;Jättesten-Svartedalen 3;14800807;Västra Hisingen, Jättesten;315774.7;0.7652;0.6383
14800603;Jättesten-Svartedalen 3;14800804;Västra Hisingen, Önskevädersg. m fl;96271.9;0.2333;0.9933
14800603;Jättesten-Svartedalen 3;14800813;Västra Hisingen, Biskopsgården Norra;506.7;0.0012;0.0018
14800603;Jättesten-Svartedalen 3;14800808;Västra Hisingen, Treröset;56.8;0.0001;0.0003
14800603;Jättesten-Svartedalen 3;14800805;Västra Hisingen, Svartedalen Södra;18.0;0.0000;0.0001
14800603;Jättesten-Svartedalen 3;14800812;Västra Hisingen, Väderlekstorget;17.6;0.0000;0.0000
14800603;Jättesten-Svartedalen 3;14800803;Västra Hisingen, Väderbodarna m fl;5.2;0.0000;0.0000
14800603;Jättesten-Svartedalen 3;14800815;Västra Hisingen, Friskväderstorget;0.0;0.0000;0.0000
14800604;Jättesten-Svartedalen 4;14800802;Västra Hisingen, Svartedalen Norra;331255.2;0.6906;0.5875
14800604;Jättesten-Svartedalen 4;14800801;Västra Hisingen, Länsmansgården Ö;90653.4;0.1890;0.4086
14800604;Jättesten-Svartedalen 4;14800803;Västra Hisingen, Väderbodarna m fl;52828.4;0.1101;0.5016
14800604;Jättesten-Svartedalen 4;14800815;Västra Hisingen, Friskväderstorget;4283.8;0.0089;0.0440
14800604;Jättesten-Svartedalen 4;14800804;Västra Hisingen, Önskevädersg. m fl;583.9;0.0012;0.0060
14800604;Jättesten-Svartedalen 4;14800819;Västra Hisingen, Länsmansgården N;49.6;0.0001;0.0002
14800604;Jättesten-Svartedalen 4;14800902;Centrala Hisingen, Tolered Norra;18.4;0.0000;0.0000
14800605;Jättesten-Svartedalen 5;14800801;Västra Hisingen, Länsmansgården Ö;131190.0;0.5288;0.5912
14800605;Jättesten-Svartedalen 5;14800802;Västra Hisingen, Svartedalen Norra;78234.9;0.3153;0.1388
14800605;Jättesten-Svartedalen 5;14800803;Västra Hisingen, Väderbodarna m fl;38514.5;0.1552;0.3657
14800605;Jättesten-Svartedalen 5;14800816;Västra Hisingen, Länsmansgården S;93.9;0.0004;0.0003
14800605;Jättesten-Svartedalen 5;14800818;Västra Hisingen, Länsmansgården C;74.4;0.0003;0.0000
14800605;Jättesten-Svartedalen 5;14800815;Västra Hisingen, Friskväderstorget;1.3;0.0000;0.0000
14800605;Jättesten-Svartedalen 5;14800819;Västra Hisingen, Länsmansgården N;0.0;0.0000;0.0000
14800701;Kvillebäcken 1;14800917;Centrala Hisingen, Lundbyvassen;1780048.9;0.6197;0.5432
14800701;Kvillebäcken 1;14800916;Centrala Hisingen, Backaplan;858471.3;0.2989;0.9347
14800701;Kvillebäcken 1;14800913;Centrala Hisingen, Kvillebäcken S;64234.4;0.0224;0.9998
14800701;Kvillebäcken 1;14800918;Centrala Hisingen, Porslinsfabriken;46846.8;0.0163;0.4343
14800701;Kvillebäcken 1;14800915;Centrala Hisingen, Vågmästareplatsen;46248.2;0.0161;1.0000
14800701;Kvillebäcken 1;14800921;Centrala Hisingen, Brämaregården N;35116.6;0.0122;0.2103
14800701;Kvillebäcken 1;14800914;Centrala Hisingen, Kvillebäcken Ö;33345.6;0.0116;0.7053
14800701;Kvillebäcken 1;14800909;Centrala Hisingen, Wieselgrenspl.;5377.7;0.0019;0.0443
14800701;Kvillebäcken 1;14800922;Centrala Hisingen, Rambergsstaden Ö;2398.2;0.0008;0.0184
14800701;Kvillebäcken 1;14800920;Centrala Hisingen, Kvillestaden;225.2;0.0001;0.0031
14800701;Kvillebäcken 1;14800912;Centrala Hisingen, Kvillebäcken N;69.3;0.0000;0.0003
14800701;Kvillebäcken 1;14801022;Norra Hisingen, Tingstad;59.9;0.0000;0.0000
14800701;Kvillebäcken 1;14801026;Norra Hisingen, Aröd;46.9;0.0000;0.0000
14800701;Kvillebäcken 1;14800910;Centrala Hisingen, Bjurslätt Södra;3.2;0.0000;0.0000
14800701;Kvillebäcken 1;14801027;Norra Hisingen, Tuve Södra;0.0;0.0000;0.0000
14800701;Kvillebäcken 1;14800905;Centrala Hisingen, Hildedal;0.0;0.0000;0.0000
14800702;Kvillebäcken 2;14800909;Centrala Hisingen, Wieselgrenspl.;90257.7;0.6819;0.7443
14800702;Kvillebäcken 2;14800910;Centrala Hisingen, Bjurslätt Södra;29116.2;0.2200;0.1434
14800702;Kvillebäcken 2;14800923;Centrala Hisingen, Rambergsstaden N;9828.2;0.0743;0.0986
14800702;Kvillebäcken 2;14800922;Centrala Hisingen, Rambergsstaden Ö;2911.8;0.0220;0.0223
14800702;Kvillebäcken 2;14800908;Centrala Hisingen, Flunsås;213.3;0.0016;0.0010
14800702;Kvillebäcken 2;14800924;Centrala Hisingen, Rambergsvallen;32.4;0.0002;0.0002
14800703;Kvillebäcken 3;14800908;Centrala Hisingen, Flunsås;221913.5;0.5656;0.9985
14800703;Kvillebäcken 3;14800907;Centrala Hisingen, Tolered Östra;92274.3;0.2352;0.1663
14800703;Kvillebäcken 3;14800906;Centrala Hisingen, Tolered Södra;55392.6;0.1412;0.0791
14800703;Kvillebäcken 3;14800909;Centrala Hisingen, Wieselgrenspl.;22758.8;0.0580;0.1877
14800703;Kvillebäcken 3;14800924;Centrala Hisingen, Rambergsvallen;17.1;0.0000;0.0001
14800703;Kvillebäcken 3;14800910;Centrala Hisingen, Bjurslätt Södra;14.3;0.0000;0.0001
14800703;Kvillebäcken 3;14800806;Västra Hisingen, Kärrmossen;1.5;0.0000;0.0000
14800704;Kvillebäcken 4;14800907;Centrala Hisingen, Tolered Östra;370809.7;0.7351;0.6682
14800704;Kvillebäcken 4;14800910;Centrala Hisingen, Bjurslätt Södra;75722.4;0.1501;0.3728
14800704;Kvillebäcken 4;14800911;Centrala Hisingen, Fyrklövern;56204.1;0.1114;0.9991
14800704;Kvillebäcken 4;14800906;Centrala Hisingen, Tolered Södra;1313.1;0.0026;0.0019
14800704;Kvillebäcken 4;14800904;Centrala Hisingen, Bjurslätt Norra;330.7;0.0007;0.0014
14800704;Kvillebäcken 4;14800903;Centrala Hisingen, Slätta Damm;23.9;0.0000;0.0000
14800705;Kvillebäcken 5;14800912;Centrala Hisingen, Kvillebäcken N;207750.1;0.6491;0.9997
14800705;Kvillebäcken 5;14800910;Centrala Hisingen, Bjurslätt Södra;98239.4;0.3069;0.4837
14800705;Kvillebäcken 5;14800914;Centrala Hisingen, Kvillebäcken Ö;13933.1;0.0435;0.2947
14800705;Kvillebäcken 5;14800905;Centrala Hisingen, Hildedal;54.3;0.0002;0.0002
14800705;Kvillebäcken 5;14800911;Centrala Hisingen, Fyrklövern;51.6;0.0002;0.0009
14800705;Kvillebäcken 5;14800913;Centrala Hisingen, Kvillebäcken S;10.5;0.0000;0.0002
14800705;Kvillebäcken 5;14800909;Centrala Hisingen, Wieselgrenspl.;9.1;0.0000;0.0001
14800705;Kvillebäcken 5;14800916;Centrala Hisingen, Backaplan;4.5;0.0000;0.0000
14800705;Kvillebäcken 5;14800904;Centrala Hisingen, Bjurslätt Norra;0.0;0.0000;0.0000
14800801;Kärra-Rödbo 1;14801007;Norra Hisingen, Kärra Västra;5946753.8;0.9994;0.9993
14800801;Kärra-Rödbo 1;14801006;Norra Hisingen, Kärra Södra;1878.6;0.0003;0.0042
14800801;Kärra-Rödbo 1;14801005;Norra Hisingen, Kärra Östra;1502.8;0.0003;0.0012
14800801;Kärra-Rödbo 1;14801003;Norra Hisingen, Gerrebacka-Ingebäck;193.8;0.0000;0.0001
14800801;Kärra-Rödbo 1;14801034;Norra Hisingen, Säve;175.0;0.0000;0.0000
14800801;Kärra-Rödbo 1;14801008;Norra Hisingen, Skogome;78.5;0.0000;0.0000
14800801;Kärra-Rödbo 1;14801004;Norra Hisingen, Kärra Norra;10.6;0.0000;0.0000
14800801;Kärra-Rödbo 1;14801010;Norra Hisingen, Bäckebol Norra;4.1;0.0000;0.0000
14800802;Kärra-Rödbo 2;14801006;Norra Hisingen, Kärra Södra;435937.4;0.9749;0.9751
14800802;Kärra-Rödbo 2;14801005;Norra Hisingen, Kärra Östra;8964.8;0.0200;0.0070
14800802;Kärra-Rödbo 2;14801007;Norra Hisingen, Kärra Västra;2245.7;0.0050;0.0004
14800803;Kärra-Rödbo 3;14801005;Norra Hisingen, Kärra Östra;1268661.0;0.9793;0.9917
14800803;Kärra-Rödbo 3;14801004;Norra Hisingen, Kärra Norra;16454.7;0.0127;0.0540
14800803;Kärra-Rödbo 3;14801006;Norra Hisingen, Kärra Södra;9238.0;0.0071;0.0207
14800803;Kärra-Rödbo 3;14801007;Norra Hisingen, Kärra Västra;952.2;0.0007;0.0002
14800803;Kärra-Rödbo 3;14801003;Norra Hisingen, Gerrebacka-Ingebäck;129.1;0.0001;0.0000
14800804;Kärra-Rödbo 4;14801004;Norra Hisingen, Kärra Norra;288070.4;0.9976;0.9459
14800804;Kärra-Rödbo 4;14801007;Norra Hisingen, Kärra Västra;608.8;0.0021;0.0001
14800804;Kärra-Rödbo 4;14801003;Norra Hisingen, Gerrebacka-Ingebäck;69.0;0.0002;0.0000
14800804;Kärra-Rödbo 4;14801005;Norra Hisingen, Kärra Östra;13.9;0.0000;0.0000
14800805;Kärra-Rödbo 5;14801003;Norra Hisingen, Gerrebacka-Ingebäck;3840167.0;0.9999;0.9999
14800805;Kärra-Rödbo 5;14801002;Norra Hisingen, Mysterna-Svankälla;321.1;0.0001;0.0001
14800805;Kärra-Rödbo 5;14801001;Norra Hisingen, Rödbo;98.8;0.0000;0.0000
14800805;Kärra-Rödbo 5;14801034;Norra Hisingen, Säve;57.8;0.0000;0.0000
14800806;Kärra-Rödbo 6;14801002;Norra Hisingen, Mysterna-Svankälla;2195751.3;0.9999;0.9999
14800806;Kärra-Rödbo 6;14801001;Norra Hisingen, Rödbo;217.2;0.0001;0.0000
14800806;Kärra-Rödbo 6;14801034;Norra Hisingen, Säve;105.3;0.0000;0.0000
14800807;Kärra-Rödbo 7;14801001;Norra Hisingen, Rödbo;20769269.3;0.9983;0.7197
14800807;Kärra-Rödbo 7;14801002;Norra Hisingen, Mysterna-Svankälla;0.7;0.0000;0.0000
14800901;Kärrdalen-Slätta Damm 1;14800906;Centrala Hisingen, Tolered Södra;556003.5;0.9265;0.7941
14800901;Kärrdalen-Slätta Damm 1;14800907;Centrala Hisingen, Tolered Östra;44009.5;0.0733;0.0793
14800901;Kärrdalen-Slätta Damm 1;14800806;Västra Hisingen, Kärrmossen;52.3;0.0001;0.0001
14800901;Kärrdalen-Slätta Damm 1;14800802;Västra Hisingen, Svartedalen Norra;48.7;0.0001;0.0001
14800901;Kärrdalen-Slätta Damm 1;14800902;Centrala Hisingen, Tolered Norra;6.9;0.0000;0.0000
14800902;Kärrdalen-Slätta Damm 2;14800902;Centrala Hisingen, Tolered Norra;460991.9;0.6898;0.5690
