ar;val;typ;kod;namn;Män/Svenska medborgare/18-29 förstagångsväljare;Kvinnor/Svenska medborgare/18-29 förstagångsväljare;Män/Ej svenska medborgare/18-29 förstagångsväljare;Kvinnor/Ej svenska medborgare/18-29 förstagångsväljare;Män/Svenska medborgare/18-29 ej förstagångsväljare;Kvinnor/Svenska medborgare/18-29 ej förstagångsväljare;Män/Ej svenska medborgare/18-29 ej förstagångsväljare;Kvinnor/Ej svenska medborgare/18-29 ej förstagångsväljare;Män/Svenska medborgare/30-49;Kvinnor/Svenska medborgare/30-49;Män/Ej svenska medborgare/30-49;Kvinnor/Ej svenska medborgare/30-49;Män/Svenska medborgare/50-64;Kvinnor/Svenska medborgare/50-64;Män/Ej svenska medborgare/50-64;Kvinnor/Ej svenska medborgare/50-64;Män/Svenska medborgare/65-;Kvinnor/Svenska medborgare/65-;Män/Ej svenska medborgare/65-;Kvinnor/Ej svenska medborgare/65-;totalt
2018;rd;distrikt;14801071;Majorna-Linné, Haga Västra;25;15;0;0;68;62;0;0;227;229;0;0;183;239;0;0;121;154;0;0;1323
2018;rd;distrikt;14801072;Majorna-Linné, Haga Östra;17;22;0;0;57;68;0;0;156;198;0;0;109;160;0;0;72;82;0;0;941
2018;rd;distrikt;14801073;Majorna-Linné, Skansberget;26;29;0;0;51;39;0;0;179;178;0;0;147;180;0;0;105;148;0;0;1082
2018;rd;distrikt;14801081;Majorna-Linné, Annedal, Norra;12;18;0;0;113;126;0;0;237;198;0;0;97;125;0;0;107;211;0;0;1244
2018;rd;distrikt;14801082;Majorna-Linné, Annedal, Södra;24;23;0;0;115;115;0;0;203;191;0;0;92;135;0;0;84;174;0;0;1156
2018;rd;distrikt;14801083;Majorna-Linné, Nilssonsberg;24;24;0;0;93;112;0;0;236;228;0;0;124;136;0;0;166;228;0;0;1371
2018;rd;distrikt;14801091;Majorna-Linné, Kommendantsängen;15;13;0;0;112;130;0;0;236;226;0;0;161;152;0;0;111;135;0;0;1291
2018;rd;distrikt;14801092;Majorna-Linné, Linné;20;22;0;0;107;120;0;0;246;222;0;0;153;185;0;0;124;152;0;0;1351
2018;rd;distrikt;14801093;Majorna-Linné, Linnéplatsen;17;21;0;0;99;113;0;0;240;240;0;0;159;184;0;0;148;182;0;0;1403
2018;rd;distrikt;14801094;Majorna-Linné, Långgatorna;10;27;0;0;123;173;0;0;236;191;0;0;120;129;0;0;48;63;0;0;1120
2018;rd;distrikt;14801095;Majorna-Linné, Olivedal;23;18;0;0;79;101;0;0;216;214;0;0;87;123;0;0;90;113;0;0;1064
2018;rd;distrikt;14801096;Majorna-Linné, Plantagegatan, m fl;19;15;0;0;58;65;0;0;188;168;0;0;138;117;0;0;108;126;0;0;1002
2018;rd;distrikt;14801097;Majorna-Linné, Risåsen;23;21;0;0;140;164;0;0;226;188;0;0;110;116;0;0;60;107;0;0;1155
2018;rd;distrikt;14801098;Majorna-Linné, Sveaplan;24;20;0;0;59;81;0;0;217;185;0;0;134;178;0;0;200;246;0;0;1344
2018;rd;summa_urval;;Summa distrikt med namn som börjar med 'Majorna-Linné,' (45 st);872;973;0;0;4123;4815;0;0;10029;9874;0;0;5512;6327;0;0;4339;5756;0;0;52620
2018;rd;goteborg;;Göteborgs kommun totalt (350 distrikt);10858;10482;0;0;34967;37108;0;0;74242;72350;0;0;45725;46221;0;0;38718;47754;0;0;418425
2018;rf;distrikt;14801011;Majorna-Linné, Gröna Vallen;25;25;4;1;95;112;7;9;261;287;25;12;141;176;9;7;74;86;8;7;1371
2018;rf;distrikt;14801012;Majorna-Linné, Klippan;17;22;0;1;73;84;6;8;207;228;19;17;132;160;4;3;92;102;3;2;1180
2018;rf;distrikt;14801013;Majorna-Linné, Kungsladugård, Västra;19;29;0;1;140;168;5;10;206;251;18;11;104;155;7;5;51;81;4;1;1266
2018;rf;distrikt;14801014;Majorna-Linné, Kungsladugård, Östra;16;21;1;0;99;113;5;10;271;246;17;20;97;107;7;4;47;75;3;2;1161
2018;rf;distrikt;14801015;Majorna-Linné, Mariaplan;22;20;3;0;68;89;5;11;224;266;20;11;125;136;10;4;44;44;2;2;1106
2018;rf;distrikt;14801016;Majorna-Linné, Skytteskogen;32;45;1;0;69;90;11;6;168;175;25;15;179;166;10;6;196;205;12;4;1415
2018;rf;distrikt;14801017;Majorna-Linné, Svalebo;34;22;3;1;85;103;15;18;186;160;31;22;118;128;12;4;102;169;6;1;1220
2018;rf;distrikt;14801021;Majorna-Linné, Sandarne;19;24;1;0;135;171;10;8;261;238;22;17;94;120;12;2;51;65;5;3;1258
2018;rf;distrikt;14801022;Majorna-Linné, Silverkällan;18;16;1;0;81;105;4;6;215;237;9;13;130;142;7;6;50;59;2;3;1104
2018;rf;distrikt;14801031;Majorna-Linné, Chapmans Torg;20;15;2;0;86;78;10;5;169;146;13;20;93;106;9;4;120;164;6;9;1075
2018;rf;distrikt;14801032;Majorna-Linné, Godhem;13;20;2;3;88;97;4;5;230;283;18;16;128;130;7;3;92;83;5;3;1230
2018;rf;distrikt;14801033;Majorna-Linné, Gråberget, Västra;4;9;1;0;82;100;5;4;211;171;17;17;75;78;3;5;68;99;3;0;952
2018;rf;distrikt;14801034;Majorna-Linné, Gråberget, Östra;4;12;0;0;87;77;2;7;192;159;18;9;97;105;2;8;150;202;4;4;1139
2018;rf;distrikt;14801035;Majorna-Linné, Hängmattan;20;22;2;2;61;57;4;8;205;230;21;18;133;154;11;5;73;118;4;5;1153
2018;rf;distrikt;14801036;Majorna-Linné, Majorna;10;16;2;1;87;117;5;8;187;165;12;12;104;124;5;7;113;179;6;9;1169
2018;rf;distrikt;14801037;Majorna-Linné, Marieberg;13;15;1;0;76;72;4;6;219;246;11;11;118;164;8;3;54;71;3;2;1097
2018;rf;distrikt;14801038;Majorna-Linné, Slottsskogsgatan m fl;13;8;5;1;74;99;2;4;174;167;17;12;95;117;5;4;95;125;1;4;1022
2018;rf;distrikt;14801041;Majorna-Linné, Djurgårdsgatan m fl;13;25;0;1;63;94;5;5;260;289;24;12;96;133;7;7;67;62;3;4;1170
2018;rf;distrikt;14801042;Majorna-Linné, Gatenhielmska;30;23;1;0;103;115;10;5;268;276;20;19;112;118;7;7;78;95;2;4;1293
2018;rf;distrikt;14801043;Majorna-Linné, Karl Johans torg;26;22;1;2;91;107;6;3;250;270;18;17;92;136;10;0;65;81;3;4;1204
2018;rf;distrikt;14801044;Majorna-Linné, Klareborgsgatan m fl;17;20;0;0;93;97;7;8;241;257;22;9;84;124;7;4;63;73;6;2;1134
2018;rf;distrikt;14801045;Majorna-Linné, Söderlingska ängen;28;21;3;2;85;122;10;13;234;274;25;20;122;139;9;7;55;68;5;4;1246
2018;rf;distrikt;14801051;Majorna-Linné, Masthugget, Nedre;17;21;5;0;80;73;3;6;161;122;10;11;117;122;2;4;115;138;2;8;1017
2018;rf;distrikt;14801052;Majorna-Linné, Masthugget, Övre;16;28;0;1;104;163;8;8;258;261;16;19;122;131;1;2;84;107;5;6;1340
2018;rf;distrikt;14801053;Majorna-Linné, Masthuggstorget;11;14;1;1;98;116;11;14;273;187;36;31;121;139;3;7;108;120;5;4;1300
2018;rf;distrikt;14801054;Majorna-Linné, Oscar Fredrik;19;21;0;0;107;122;8;6;191;164;10;16;104;115;2;3;93;109;1;2;1093
2018;rf;distrikt;14801055;Majorna-Linné, Sjömansgatan m fl;15;10;4;0;76;110;5;9;192;196;18;8;117;150;7;6;87;118;6;2;1136
2018;rf;distrikt;14801056;Majorna-Linné, Slottsskogen;19;15;1;0;89;104;6;9;166;173;12;12;102;86;4;6;107;202;3;7;1123
2018;rf;distrikt;14801057;Majorna-Linné, Stigberget;24;32;0;1;130;139;22;11;191;175;24;15;118;106;7;1;65;94;4;2;1161
2018;rf;distrikt;14801058;Majorna-Linné, Vegastaden;14;34;0;0;109;112;8;8;232;220;23;15;133;152;4;6;87;140;7;6;1310
2018;rf;distrikt;14801061;Majorna-Linné, Änggården;38;45;7;5;80;68;20;12;128;128;36;32;134;140;7;2;157;220;2;3;1264
2018;rf;distrikt;14801071;Majorna-Linné, Haga Västra;25;14;0;0;62;58;2;4;210;206;21;24;175;221;8;8;109;136;2;5;1290
2018;rf;distrikt;14801072;Majorna-Linné, Haga Östra;17;22;0;0;56;63;4;1;153;185;15;12;106;155;6;1;69;81;4;2;952
2018;rf;distrikt;14801073;Majorna-Linné, Skansberget;26;28;0;0;48;37;6;7;169;166;14;13;140;178;3;4;103;148;3;2;1095
2018;rf;distrikt;14801081;Majorna-Linné, Annedal, Norra;12;18;0;1;111;124;9;4;218;188;16;12;90;123;5;4;103;205;7;7;1257
2018;rf;distrikt;14801082;Majorna-Linné, Annedal, Södra;24;21;0;1;115;114;9;4;188;179;14;15;87;127;3;1;82;171;2;1;1158
2018;rf;distrikt;14801083;Majorna-Linné, Nilssonsberg;23;23;0;0;92;111;3;10;222;211;18;12;111;128;2;5;163;226;3;3;1366
2018;rf;distrikt;14801091;Majorna-Linné, Kommendantsängen;14;13;0;3;110;128;10;7;216;204;27;21;140;136;8;2;98;121;4;5;1267
2018;rf;distrikt;14801092;Majorna-Linné, Linné;20;22;0;0;106;119;7;14;229;211;20;17;145;181;8;5;120;150;4;3;1381
2018;rf;distrikt;14801093;Majorna-Linné, Linnéplatsen;15;21;0;1;96;110;5;5;223;210;12;18;148;181;9;5;148;175;3;1;1386
2018;rf;distrikt;14801094;Majorna-Linné, Långgatorna;10;27;1;1;118;169;9;11;215;160;37;26;106;114;8;3;35;41;3;1;1095
2018;rf;distrikt;14801095;Majorna-Linné, Olivedal;23;18;0;0;78;97;6;8;204;200;23;15;84;120;5;7;87;110;5;3;1093
2018;rf;distrikt;14801096;Majorna-Linné, Plantagegatan, m fl;19;15;1;1;56;59;5;1;175;156;17;17;133;116;4;7;105;125;3;2;1017
2018;rf;distrikt;14801097;Majorna-Linné, Risåsen;22;20;0;1;135;161;13;7;209;175;17;17;108;110;4;4;58;107;0;0;1168
2018;rf;distrikt;14801098;Majorna-Linné, Sveaplan;23;20;1;2;59;76;4;6;200;170;19;20;127;171;7;4;195;242;4;7;1357
2018;rf;summa_urval;;Summa distrikt med namn som börjar med 'Majorna-Linné,' (45 st);859;954;55;35;4036;4700;325;339;9462;9268;877;728;5237;6120;285;202;4178;5592;178;161;53591
2018;rf;goteborg;;Göteborgs kommun totalt (350 distrikt);10625;10209;878;729;34177;36155;4287;3763;70435;68360;11483;8213;43905;44712;3129;2263;37512;46470;1904;1974;441183
2018;kf;distrikt;14801011;Majorna-Linné, Gröna Vallen;25;25;4;1;95;112;7;9;261;287;25;12;141;176;9;7;74;86;8;7;1371
2018;kf;distrikt;14801012;Majorna-Linné, Klippan;17;22;0;1;73;84;6;8;207;228;19;17;132;160;4;3;92;102;3;2;1180
2018;kf;distrikt;14801013;Majorna-Linné, Kungsladugård, Västra;19;29;0;1;140;168;5;10;206;251;18;11;104;155;7;5;51;81;4;1;1266
2018;kf;distrikt;14801014;Majorna-Linné, Kungsladugård, Östra;16;21;1;0;99;113;5;10;271;246;17;20;97;107;7;4;47;75;3;2;1161
2018;kf;distrikt;14801015;Majorna-Linné, Mariaplan;22;20;3;0;68;89;5;11;224;266;20;11;125;136;10;4;44;44;2;2;1106
2018;kf;distrikt;14801016;Majorna-Linné, Skytteskogen;32;45;1;0;69;90;11;6;168;175;25;15;179;166;10;6;196;205;12;4;1415
2018;kf;distrikt;14801017;Majorna-Linné, Svalebo;34;22;3;1;85;103;15;18;186;160;31;22;118;128;12;4;102;169;6;1;1220
2018;kf;distrikt;14801021;Majorna-Linné, Sandarne;19;24;1;0;135;171;10;8;261;238;22;17;94;120;12;2;51;65;5;3;1258
2018;kf;distrikt;14801022;Majorna-Linné, Silverkällan;18;16;1;0;81;105;4;6;215;237;9;13;130;142;7;6;50;59;2;3;1104
2018;kf;distrikt;14801031;Majorna-Linné, Chapmans Torg;20;15;2;0;86;78;10;5;169;146;13;20;93;106;9;4;120;164;6;9;1075
2018;kf;distrikt;14801032;Majorna-Linné, Godhem;13;20;2;3;88;97;4;5;230;283;18;16;128;130;7;3;92;83;5;3;1230
2018;kf;distrikt;14801033;Majorna-Linné, Gråberget, Västra;4;9;1;0;82;100;5;4;211;171;17;17;75;78;3;5;68;99;3;0;952
2018;kf;distrikt;14801034;Majorna-Linné, Gråberget, Östra;4;12;0;0;87;77;2;7;192;159;18;9;97;105;2;8;150;202;4;4;1139
2018;kf;distrikt;14801035;Majorna-Linné, Hängmattan;20;22;2;2;61;57;4;8;205;230;21;18;133;154;11;5;73;118;4;5;1153
2018;kf;distrikt;14801036;Majorna-Linné, Majorna;10;16;2;1;87;117;5;8;187;165;12;12;104;124;5;7;113;179;6;9;1169
2018;kf;distrikt;14801037;Majorna-Linné, Marieberg;13;15;1;0;76;72;4;6;219;246;11;11;118;164;8;3;54;71;3;2;1097
2018;kf;distrikt;14801038;Majorna-Linné, Slottsskogsgatan m fl;13;8;5;1;74;99;2;4;174;167;17;12;95;117;5;4;95;125;1;4;1022
2018;kf;distrikt;14801041;Majorna-Linné, Djurgårdsgatan m fl;13;25;0;1;63;94;5;5;260;289;24;12;96;133;7;7;67;62;3;4;1170
2018;kf;distrikt;14801042;Majorna-Linné, Gatenhielmska;30;23;1;0;103;115;10;5;268;276;20;19;112;118;7;7;78;95;2;4;1293
2018;kf;distrikt;14801043;Majorna-Linné, Karl Johans torg;26;22;1;2;91;107;6;3;250;270;18;17;92;136;10;0;65;81;3;4;1204
2018;kf;distrikt;14801044;Majorna-Linné, Klareborgsgatan m fl;17;20;0;0;93;97;7;8;241;257;22;9;84;124;7;4;63;73;6;2;1134
2018;kf;distrikt;14801045;Majorna-Linné, Söderlingska ängen;28;21;3;2;85;122;10;13;234;274;25;20;122;139;9;7;55;68;5;4;1246
2018;kf;distrikt;14801051;Majorna-Linné, Masthugget, Nedre;17;21;5;0;80;73;3;6;161;122;10;11;117;122;2;4;115;138;2;8;1017
2018;kf;distrikt;14801052;Majorna-Linné, Masthugget, Övre;16;28;0;1;104;163;8;8;258;261;16;19;122;131;1;2;84;107;5;6;1340
2018;kf;distrikt;14801053;Majorna-Linné, Masthuggstorget;11;14;1;1;98;116;11;14;273;187;36;31;121;139;3;7;108;120;5;4;1300
2018;kf;distrikt;14801054;Majorna-Linné, Oscar Fredrik;19;21;0;0;107;122;8;6;191;164;10;16;104;115;2;3;93;109;1;2;1093
2018;kf;distrikt;14801055;Majorna-Linné, Sjömansgatan m fl;15;10;4;0;76;110;5;9;192;196;18;8;117;150;7;6;87;118;6;2;1136
2018;kf;distrikt;14801056;Majorna-Linné, Slottsskogen;19;15;1;0;89;104;6;9;166;173;12;12;102;86;4;6;107;202;3;7;1123
2018;kf;distrikt;14801057;Majorna-Linné, Stigberget;24;32;0;1;130;139;22;11;191;175;24;15;118;106;7;1;65;94;4;2;1161
2018;kf;distrikt;14801058;Majorna-Linné, Vegastaden;14;34;0;0;109;112;8;8;232;220;23;15;133;152;4;6;87;140;7;6;1310
2018;kf;distrikt;14801061;Majorna-Linné, Änggården;38;45;7;5;80;68;20;12;128;128;36;32;134;140;7;2;157;220;2;3;1264
2018;kf;distrikt;14801071;Majorna-Linné, Haga Västra;25;14;0;0;62;58;2;4;210;206;21;24;175;221;8;8;109;136;2;5;1290
2018;kf;distrikt;14801072;Majorna-Linné, Haga Östra;17;22;0;0;56;63;4;1;153;185;15;12;106;155;6;1;69;81;4;2;952
2018;kf;distrikt;14801073;Majorna-Linné, Skansberget;26;28;0;0;48;37;6;7;169;166;14;13;140;178;3;4;103;148;3;2;1095
2018;kf;distrikt;14801081;Majorna-Linné, Annedal, Norra;12;18;0;1;111;124;9;4;218;188;16;12;90;123;5;4;103;205;7;7;1257
2018;kf;distrikt;14801082;Majorna-Linné, Annedal, Södra;24;21;0;1;115;114;9;4;188;179;14;15;87;127;3;1;82;171;2;1;1158
2018;kf;distrikt;14801083;Majorna-Linné, Nilssonsberg;23;23;0;0;92;111;3;10;222;211;18;12;111;128;2;5;163;226;3;3;1366
2018;kf;distrikt;14801091;Majorna-Linné, Kommendantsängen;14;13;0;3;110;128;10;7;216;204;27;21;140;136;8;2;98;121;4;5;1267
2018;kf;distrikt;14801092;Majorna-Linné, Linné;20;22;0;0;106;119;7;14;229;211;20;17;145;181;8;5;120;150;4;3;1381
2018;kf;distrikt;14801093;Majorna-Linné, Linnéplatsen;15;21;0;1;96;110;5;5;223;210;12;18;148;181;9;5;148;175;3;1;1386
2018;kf;distrikt;14801094;Majorna-Linné, Långgatorna;10;27;1;1;118;169;9;11;215;160;37;26;106;114;8;3;35;41;3;1;1095
2018;kf;distrikt;14801095;Majorna-Linné, Olivedal;23;18;0;0;78;97;6;8;204;200;23;15;84;120;5;7;87;110;5;3;1093
2018;kf;distrikt;14801096;Majorna-Linné, Plantagegatan, m fl;19;15;1;1;56;59;5;1;175;156;17;17;133;116;4;7;105;125;3;2;1017
2018;kf;distrikt;14801097;Majorna-Linné, Risåsen;22;20;0;1;135;161;13;7;209;175;17;17;108;110;4;4;58;107;0;0;1168
2018;kf;distrikt;14801098;Majorna-Linné, Sveaplan;23;20;1;2;59;76;4;6;200;170;19;20;127;171;7;4;195;242;4;7;1357
2018;kf;summa_urval;;Summa distrikt med namn som börjar med 'Majorna-Linné,' (45 st);859;954;55;35;4036;4700;325;339;9462;9268;877;728;5237;6120;285;202;4178;5592;178;161;53591
2018;kf;goteborg;;Göteborgs kommun totalt (350 distrikt);10625;10209;878;729;34177;36155;4287;3763;70435;68360;11483;8213;43905;44712;3129;2263;37512;46470;1904;1974;441183
